smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1,CHEMBL3855411,IC50,4.81,CHEMBL3972392,2016,CHEMBL3853334,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),93,340,c1ccc(-n2cc3c(n2)CN(c2ccncn2)C3)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,CHEMBL3707706,IC50,5.3,CHEMBL3639728,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(NC(C)=O)cc23)c(F)n1,CHEMBL3707706,IC50,5.3,CHEMBL3673953,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(F)cc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,CHEMBL3707706,IC50,5.3,CHEMBL3673934,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ncc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc2cc1NS(=O)(=O)c1cc(c(F)cc1F)C(=O)NCc1cncc(c1)-c1ccnc3ccc-2nc13,CHEMBL4820267,IC50,5.19,CHEMBL4875906,2021,CHEMBL4819017,Eur J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using Luciferin-PPXE as substrate at 10 uM preincubated with enzyme and substrate for 5 mins followed by addition of NADPH regeneration system and measured after 60 mins by luminescence method,119,902,O=C1NCc2cncc(c2)-c2ccnc3ccc(nc23)-c2cncc(c2)NS(=O)(=O)c2cccc1c2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cncc(c1)-c1ccnc3ccc-2cc13,CHEMBL4820267,IC50,4.71,CHEMBL4850101,2021,CHEMBL4819017,Eur J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using Luciferin-PPXE as substrate at 10 uM preincubated with enzyme and substrate for 5 mins followed by addition of NADPH regeneration system and measured after 60 mins by luminescence method,119,902,O=C1NCc2cncc(c2)-c2ccnc3ccc(cc23)-c2cncc(c2)NS(=O)(=O)c2cccc1c2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncccc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,CHEMBL3707706,IC50,5.3,CHEMBL3673964,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncccc1CNc1ccc(Cc2c[nH]c3ncccc23)c(F)n1,CHEMBL3707706,IC50,5.3,CHEMBL3673962,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,CHEMBL3707706,IC50,5.3,CHEMBL3669005,2015,CHEMBL3639021,,BindingDB Patent Bioactivity Data,"Inhibition Enzyme Assay: CYP (Cytochrome P450) enzymes are the major drug metabolizing enzymes present in the liver. The inhibition of CYP enzyme activity (IC50) for each of CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4(BFC) and CYP3A4(BQ) is determined for compounds, where inhibition of metabolism of a known substrate leads to a decrease in the fluorescence of the metabolized product. The fluorescence of the product is monitored as a function of compound concentration.Compounds are dissolved in DMSO to a concentration of 100 mM. These are diluted 1 uL into 82 uL of acetonitrile. An 11 uL aliquot of this solution is then added to 204 uL of cofactor mix (1.3% NADPH Regeneration system Solution A, 1.04% NADPH Regeneration system Solution B from BD Biosciences, 5% acetonitrile and 0.05% DMSO). These are then serially diluted 1:1 (160 uL to 160 uL co-factor mix) for a total of 10 points. A 10 uL aliquot of this final mixture is dispensed into 384 well assay plates.",84,774,c1cncc(CNc2ncc(Cc3c[nH]c4ncccc34)cn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)c1F,CHEMBL3855411,IC50,5.6,CHEMBL3905741,2016,CHEMBL3853334,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),93,340,c1ccc(-n2cc3c(n2)CN(c2ccncn2)C3)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,CHEMBL4605640,IC50,5.06,CHEMBL4632672,2020,CHEMBL4602708,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using midazolam as substrate,115,903,O=C(Nc1cccc(-c2nnc[nH]2)n1)c1cnn(-c2cnccn2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nn(C)cc1C(=O)Nc1cccc(-c2cncn2C(C)C)n1,CHEMBL4605640,IC50,5.23,CHEMBL4641666,2020,CHEMBL4602708,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using midazolam as substrate,115,903,O=C(Nc1cccc(-c2cnc[nH]2)n1)c1cn[nH]c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CP(C)(=O)c1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,CHEMBL4345904,IC50,5.8,CHEMBL4589215,2020,CHEMBL4342513,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),115,904,c1ccc2c(c1)CCC(C1c3ccccc3-c3cncn31)C2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3868076,IC50,6.82,CHEMBL3980889,2016,CHEMBL3867461,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Cyp3A4 using testosterone as substrate by LC-MS/MS analysis,93,106,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Cc1cc(N2CCCC2)nc(-c2ccncc2)n1,CHEMBL950312,IC50,5.89,CHEMBL405565,2008,CHEMBL1144029,J Med Chem,Scientific Literature,Inhibition of human recombinant CYP3A4 expressed in Saccharomyces cerevisiae by fluorescence assay,18,0,c1cc(-c2nccc(N3CCCC3)n2)ccn1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,CHEMBL1825557,IC50,7.4,CHEMBL1825089,2011,CHEMBL1821661,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 using a fluorescent probe 7-benzyloxy-4(trifluoromethyl)-coumarin,43,905,c1cc(Nc2ncc3cnn(C4CCCCCC4)c3n2)ccc1NCCN1CCOCC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,CHEMBL1825558,IC50,7.4,CHEMBL1825089,2011,CHEMBL1821661,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 using a fluorescent probe 7-benzyloxyquinoline,43,906,c1cc(Nc2ncc3cnn(C4CCCCCC4)c3n2)ccc1NCCN1CCOCC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,CHEMBL1211676,IC50,6.52,CHEMBL1210434,2010,CHEMBL1208699,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 using diethoxyfluorescein substrate,34,907,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cc(Nc2ccccc2)cc(C2CCCC2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,CHEMBL1211677,IC50,6.22,CHEMBL1210434,2010,CHEMBL1208699,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 using phenyl-piperazinyl-methyl-benzyl-resofurin substrate,34,908,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cc(Nc2ccccc2)cc(C2CCCC2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL3868076,IC50,6.8,CHEMBL3983734,2016,CHEMBL3867461,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Cyp3A4 using testosterone as substrate by LC-MS/MS analysis,93,106,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)NCCc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1,CHEMBL3368203,IC50,5.16,CHEMBL3310285,2014,CHEMBL3351598,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4 using testosterone as substrate after 10 mins by SPE-MS analysis in presence of NADPH,72,909,c1cc(-c2ccnc3[nH]ncc23)cc(C2CC2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)NC[C@H]1CC[C@H](Nc2nc3c(s2)CCSc2ccccc2-3)CC1,CHEMBL1837833,IC50,5.39,CHEMBL1836317,2011,CHEMBL1833793,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,43,910,c1ccc2c(c1)SCCc1sc(NC3CCCCC3)nc1-2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1,CHEMBL3707848,IC50,5.97,CHEMBL1650658,2013,CHEMBL3638998,,BindingDB Patent Bioactivity Data,Inhibition Assay: Inhibition assay using P450 CYP enzymes.,62,491,c1ccc(-c2ccc3c(-c4ccccc4)cccc3c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4678426,IC50,5.3,CHEMBL4794318,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1cc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3c[nH]c4ncccc34)ncn2)c1,CHEMBL4678426,IC50,4.0,CHEMBL4781437,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1cc(-c2c[nH]c3ncccc23)ncn1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3ccnc(Cl)c3)cs2)c1,CHEMBL3585200,IC50,5.12,CHEMBL3581148,2015,CHEMBL3580640,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin),84,693,O=C(Cc1ccccc1)Nc1cc(-c2ccncc2)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2ccc(-c3c[nH]c4ncccc34)s2)c1,CHEMBL4678426,IC50,5.22,CHEMBL4754058,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1ccc(-c2c[nH]c3ncccc23)s1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2cnc(-c3c[nH]c4ncccc34)s2)c1,CHEMBL4678426,IC50,4.92,CHEMBL4754398,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1cnc(-c2c[nH]c3ncccc23)s1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncc(Br)cc34)cs2)c1,CHEMBL4678426,IC50,4.46,CHEMBL4746642,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncc(Cl)cc34)cs2)c1,CHEMBL4678426,IC50,5.1,CHEMBL4793675,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncc(F)cc34)cs2)c1,CHEMBL4678426,IC50,5.22,CHEMBL4752045,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncc(O)cc34)cs2)c1,CHEMBL4678426,IC50,5.3,CHEMBL4751643,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4nccc(Cl)c34)cs2)c1,CHEMBL4678426,IC50,5.1,CHEMBL4778609,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4nccc(F)c34)cs2)c1,CHEMBL4678426,IC50,4.44,CHEMBL4757625,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),119,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4235307,IC50,5.08,CHEMBL4249925,2018,CHEMBL4229506,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),106,325,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4678426,IC50,5.08,CHEMBL4249925,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,647,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nccc(-c3c[nH]c4ncccc34)n2)c1,CHEMBL4678426,IC50,4.32,CHEMBL4752171,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,647,O=C(Cc1ccccc1)Nc1nccc(-c2c[nH]c3ncccc23)n1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)Nc1cccc(CC(=O)Nc2nnc(-c3c[nH]c4ncccc34)s2)c1,CHEMBL4678426,IC50,4.0,CHEMBL4800244,2021,CHEMBL4673338,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,647,O=C(Cc1ccccc1)Nc1nnc(-c2c[nH]c3ncccc23)s1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,CHEMBL950312,IC50,5.11,CHEMBL410503,2008,CHEMBL1144029,J Med Chem,Scientific Literature,Inhibition of human recombinant CYP3A4 expressed in Saccharomyces cerevisiae by fluorescence assay,18,0,c1ccc(C2(Cn3cncn3)OCCO2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCC(N6CCOCC6)CC5)c4)nc23)cc1,CHEMBL2067176,IC50,6.7,CHEMBL2062808,2012,CHEMBL2062471,J Med Chem,Scientific Literature,Inhibition of CYP3A4,54,644,c1ccc(-c2cccn3nc(Nc4cccc(N5CCC(N6CCOCC6)CC5)c4)nc23)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,CHEMBL2173429,IC50,4.82,CHEMBL2170632,2012,CHEMBL2169836,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate after 30 mins by LC/MS/MS analysis,54,238,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(Cn2cc(-c3ccncc3)cn2)cc1,CHEMBL950312,IC50,4.58,CHEMBL270903,2008,CHEMBL1144029,J Med Chem,Scientific Literature,Inhibition of human recombinant CYP3A4 expressed in Saccharomyces cerevisiae by fluorescence assay,18,0,c1ccc(Cn2cc(-c3ccncc3)cn2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
