smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OC)CC1,CHEMBL5135144,IC50,5.04,CHEMBL5204077,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCCC(=O)O)CC1,CHEMBL5135143,IC50,4.3,CHEMBL5179820,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCCC(=O)O)CC1,CHEMBL5135144,IC50,4.3,CHEMBL5179820,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.52,CHEMBL5203684,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,4.52,CHEMBL5203684,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCC(=O)O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.7,CHEMBL5207199,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCC(=O)O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,5.36,CHEMBL5207199,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCCN(C)C)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.7,CHEMBL5189775,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCCN(C)C)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,5.7,CHEMBL5189775,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCCO)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.3,CHEMBL5183518,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2OCCO)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,5.82,CHEMBL5183518,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(F)cccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.3,CHEMBL5191489,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1ccccc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(F)cccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,6.4,CHEMBL5191489,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1ccccc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cc(F)ccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.3,CHEMBL5181526,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1ccccc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cc(F)ccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,6.22,CHEMBL5181526,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1ccccc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OC)CC1,CHEMBL5135143,IC50,5.0,CHEMBL5191746,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OC)CC1,CHEMBL5135144,IC50,6.52,CHEMBL5191746,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCCC(=O)O)CC1,CHEMBL5135143,IC50,4.7,CHEMBL3805372,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCCC(=O)O)CC1,CHEMBL5135144,IC50,6.05,CHEMBL3805372,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,5.16,CHEMBL5191434,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2cnccc2C)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,5.92,CHEMBL5191434,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2ncccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.46,CHEMBL5203689,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1ccccn1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2ncccc2C(F)(F)F)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,6.7,CHEMBL5203689,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1ccccn1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCc1[nH]cnc1CNc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL896225,IC50,4.8,CHEMBL230654,2007,CHEMBL1148782,J Med Chem,Scientific Literature,Inhibition of CYP3A4,9,451,c1ccc(Nc2ccnc3ccc(NCc4c[nH]cn4)cc23)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCc1ccc(C(=O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL869683,IC50,5.1,CHEMBL208528,2006,CHEMBL1147015,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4,7,42,O=C(CCCN1CCC(C(c2ccccc2)c2ccccc2)CC1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCc1ccncc1-c1ccc(CN)o1,CHEMBL4150908,IC50,5.31,CHEMBL4169721,2018,CHEMBL4145649,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 5 mins followed by addition of NADPH-regenerating system and measured after 15 mins by UPLC-MS analysis,105,452,c1cncc(-c2ccco2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCc1ccncc1-c1ccc(CN)s1,CHEMBL4150908,IC50,5.37,CHEMBL4165249,2018,CHEMBL4145649,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 5 mins followed by addition of NADPH-regenerating system and measured after 15 mins by UPLC-MS analysis,105,452,c1cncc(-c2cccs2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCc1cn(CC(=O)N(CCN(CC)CC)Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c(SCc2ccc(F)cc2)nc1=O,CHEMBL664804,IC50,5.3,CHEMBL274551,2003,CHEMBL1136645,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against CYP450 3A4 isozyme,1,453,O=C(Cn1ccc(=O)nc1SCc1ccccc1)NCc1ccc(-c2ccccc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,CHEMBL3396934,IC50,5.24,CHEMBL3394730,2015,CHEMBL3393056,Bioorg Med Chem Lett,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate,81,454,O=C(NCc1ccc(S(=O)(=O)c2cn[nH]c2)cc1)c1cc2ccncc2o1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,CHEMBL3129762,IC50,5.52,CHEMBL3127506,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC-MS/MS analysis,70,358,O=C(Nc1ccc(S(=O)(=O)c2cn[nH]c2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,CHEMBL3129763,IC50,6.57,CHEMBL3127506,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using testosterone as substrate by LC-MS/MS analysis,70,359,O=C(Nc1ccc(S(=O)(=O)c2cn[nH]c2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@H]3C[C@@H]3c3cccnc3)cc2)cn1,CHEMBL3129762,IC50,5.82,CHEMBL3127507,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC-MS/MS analysis,70,358,O=C(Nc1ccc(S(=O)(=O)c2cn[nH]c2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@H]3C[C@@H]3c3cccnc3)cc2)cn1,CHEMBL3129763,IC50,6.85,CHEMBL3127507,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using testosterone as substrate by LC-MS/MS analysis,70,359,O=C(Nc1ccc(S(=O)(=O)c2cn[nH]c2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)C1CC1)c1cc(-c2ccc(N3CCN(CC4CC4)CC3)nc2C)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C,CHEMBL4833703,IC50,5.12,CHEMBL4862681,2021,CHEMBL4831544,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human pooled liver microsomes using midazolam as substrate in presence of NADPH by LC-MS/MS analysis,118,455,O=C(NCc1ccc[nH]c1=O)c1cc(NC(=O)C2CC2)cc(-c2ccc(N3CCN(CC4CC4)CC3)nc2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,CHEMBL1954555,IC50,5.05,CHEMBL1951914,2012,CHEMBL1949642,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,456,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)N1CCC(=CC#Cc2cccc(C)n2)CC1)C(C)C,CHEMBL4413476,IC50,4.81,CHEMBL4451661,2019,CHEMBL4411314,J Med Chem,Scientific Literature,Inhibition of recombinant human CYP3A4 using 7-benzyloxy-trifluoromethylcoumarin as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins,109,419,C(#Cc1ccccn1)C=C1CCNCC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)c1cc(C(C)C)c(O)cc1O)c1cccnc1,CHEMBL4818834,IC50,5.49,CHEMBL4871799,2021,CHEMBL4814073,Eur J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC-MS/MS analysis,118,457,O=C(Nc1cccnc1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)c1cc(C(C)C)c(O)cc1O)c1cccnc1,CHEMBL4818835,IC50,5.94,CHEMBL4871799,2021,CHEMBL4814073,Eur J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using testosterone as substrate by LC-MS/MS analysis,118,458,O=C(Nc1cccnc1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,CHEMBL4002346,IC50,4.92,CHEMBL4092343,2017,CHEMBL4000252,Bioorg Med Chem,Scientific Literature,Inhibition of human CYP3A4,99,347,O=C(Nc1ccccc1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)CC(=O)NC12CCC(Cn3nc(C)c4c3CCN(c3cc(C)nc5c3cnn5C)C4)(CC1)CC2,CHEMBL5365152,IC50,4.55,CHEMBL5175791,2023,CHEMBL5360657,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),128,202,c1cc(N2CCc3c(cnn3CC34CCC(CC3)CC4)C2)c2cn[nH]c2n1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)[C@H](C)[C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n1ccnc1,CHEMBL853201,IC50,5.77,CHEMBL210780,2006,CHEMBL1147708,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,7,319,c1ccc2cc(Cn3ccnc3)ccc2c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)[C@H](C)[C@@H](c1ccc2cc(OCC3(C(=O)O)CCCC3)ccc2c1)n1ccnc1,CHEMBL853201,IC50,5.64,CHEMBL207942,2006,CHEMBL1147708,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,7,319,c1cn(Cc2ccc3cc(OCC4CCCC4)ccc3c2)cn1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)c1nc(=O)n(-c2cccnc2)c2cc(Cl)ccc12,CHEMBL5036623,IC50,4.62,CHEMBL5085027,2021,CHEMBL5036310,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes,118,459,O=c1ncc2ccccc2n1-c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)c1nc2ccc(C(=O)N(C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)cc2o1,CHEMBL2060578,IC50,6.96,CHEMBL2059126,2012,CHEMBL2057069,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate after 10 mins by LC/MS/MS analysis,48,4,O=C(NC(CCNC(=O)c1ccc2ncoc2c1)Cc1ccccc1)OCc1cncs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCN(C)c1nc2ccc(C(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccc(F)cc3)NC(=O)OCc3cncs3)cc2o1,CHEMBL2060578,IC50,7.64,CHEMBL2058900,2012,CHEMBL2057069,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate after 10 mins by LC/MS/MS analysis,48,4,O=C(NC(CCNC(=O)c1ccc2ncoc2c1)Cc1ccccc1)OCc1cncs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
