smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
CCOc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1Br,CHEMBL662838,Ki,7.07,CHEMBL415497,2004,CHEMBL1148260,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against human Coagulation factor X,44,85,O=C(NCC1CCN(c2ccncc2)CC1)c1cccc(OCCc2ccccc2)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1Br,CHEMBL875189,Ki,7.07,CHEMBL415497,2005,CHEMBL1144416,J Med Chem,Scientific Literature,Binding affinity towards human Coagulation factor X,55,29,O=C(NCC1CCN(c2ccncc2)CC1)c1cccc(OCCc2ccccc2)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1OCC,CHEMBL662838,Ki,6.58,CHEMBL318935,2004,CHEMBL1148260,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against human Coagulation factor X,44,85,O=C(NCC1CCN(c2ccncc2)CC1)c1cccc(OCCc2ccccc2)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1OCC,CHEMBL875189,Ki,6.58,CHEMBL318935,2005,CHEMBL1144416,J Med Chem,Scientific Literature,Binding affinity towards human Coagulation factor X,55,29,O=C(NCC1CCN(c2ccncc2)CC1)c1cccc(OCCc2ccccc2)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(=O)O)cc(NC(=O)c2nc3c(s2)CN(C(C)C)CC3)c1CCC(=O)Nc1ccc(Cl)cc1,CHEMBL1925585,IC50,9.13,CHEMBL1923895,2011,CHEMBL1921766,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a using S-2222 as substrate by spectrophotometry,98,71,O=C(CCc1ccccc1NC(=O)c1nc2c(s1)CNCC2)Nc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)ccc1OCc1ccccc1,CHEMBL839570,Ki,5.35,CHEMBL180857,2005,CHEMBL1144307,Bioorg Med Chem Lett,Scientific Literature,The value of binding constant measured against coagulation factor X (factor Xa),55,242,O=C(NCc1ccccc1)C(Nc1ccccc1)c1ccc(OCc2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,CHEMBL863324,Ki,6.1,CHEMBL198631,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(COc2ccc(CNc3ccccc3)cc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cc(NC(C)=O)ccc2S(=O)(=O)CC)ccc1OC(C)C,CHEMBL3116760,Ki,5.14,CHEMBL3114843,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(N(C)C(C)=O)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.12,CHEMBL3114839,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(N)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.75,CHEMBL3114857,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NC(=O)OC)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.21,CHEMBL3114855,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NC(C)=O)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.14,CHEMBL3114852,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NS(N)(=O)=O)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.39,CHEMBL3114853,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(O)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.41,CHEMBL3114856,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,CHEMBL3116760,Ki,5.09,CHEMBL3114854,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2)ccc1OC(C)C,CHEMBL3116760,Ki,5.23,CHEMBL3114851,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C(C)C)ccc1OC(C)C,CHEMBL3116760,Ki,5.55,CHEMBL3114841,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C2CC2)ccc1OC(C)C,CHEMBL3116760,Ki,5.46,CHEMBL3114840,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1S(=O)(=O)C1CC1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)CC)ccc1OC(C)C,CHEMBL3116760,Ki,5.09,CHEMBL3114842,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(NCc1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccc(C)cc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.52,CHEMBL2431605,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccc(N)cc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.24,CHEMBL2431604,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2cccc(O)c2)ccc1OC(C)C,CHEMBL2433499,Ki,5.26,CHEMBL2431597,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,CHEMBL2433499,Ki,5.23,CHEMBL2431601,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.46,CHEMBL2431589,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c2cccc(S(=O)(=O)N(C)C)c2)ccc1OC(C)C,CHEMBL2433499,Ki,5.14,CHEMBL2431616,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c2cccc(S(=O)(=O)NC)c2)ccc1OC(C)C,CHEMBL2433499,Ki,5.16,CHEMBL2431615,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(C(Nc2ccc3cnccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.27,CHEMBL2431590,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(C(=N)N(C)C)cc1,CHEMBL968695,IC50,9.22,CHEMBL472610,2009,CHEMBL1138586,Bioorg Med Chem Lett,Scientific Literature,Inhibition of Factor 10a,85,6,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccc(C)cc3)c[nH]2)c1,CHEMBL3407179,Ki,6.37,CHEMBL3403473,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccc(OC)cc3)c[nH]2)c1,CHEMBL3407179,Ki,6.27,CHEMBL3403476,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3cccc(C)c3)c[nH]2)c1,CHEMBL3407179,Ki,6.35,CHEMBL3403472,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3cccc(OC)c3)c[nH]2)c1,CHEMBL3407179,Ki,6.25,CHEMBL3403475,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3)c[nH]2)c1,CHEMBL3407179,Ki,6.12,CHEMBL3403467,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C(=O)O)c[nH]2)c1,CHEMBL3407179,Ki,5.66,CHEMBL3400183,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C(=O)OC)c[nH]2)c1,CHEMBL3407179,Ki,5.39,CHEMBL3403478,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C(C)=O)c[nH]2)c1,CHEMBL3407179,Ki,6.37,CHEMBL3403477,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C(N)=O)c[nH]2)c1,CHEMBL3407179,Ki,5.63,CHEMBL3403479,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C)c[nH]2)c1,CHEMBL3407179,Ki,6.17,CHEMBL3403471,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3OC)c[nH]2)c1,CHEMBL3407179,Ki,6.34,CHEMBL3403474,2015,CHEMBL3399987,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),114,245,c1ccc(NC(c2ccccc2)c2nc(-c3ccccc3)c[nH]2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC2CCN(C)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.8,CHEMBL199211,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCNCC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.36,CHEMBL199277,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCNCC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.54,CHEMBL199272,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCOCC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(OCC)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.25,CHEMBL199271,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(CNc2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(O[C@@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.04,CHEMBL371900,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCOC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(O[C@H]2CCOC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.64,CHEMBL198843,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCOC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(O[C@H]2CCOC2)cc([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.82,CHEMBL382094,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCOC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(O[C@H]2CC[C@H](O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,4.91,CHEMBL383382,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(OC3CCCCC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc([C@@H](Nc2ccc3c(N)nccc3c2)C(=O)N2CCC[C@@H]2c2cc(NC(=O)OC)ccc2S(=O)(=O)C(C)C)c(F)cc1F,CHEMBL3116760,Ki,5.35,CHEMBL3114835,2014,CHEMBL3112528,ACS Med Chem Lett,Scientific Literature,Binding affinity to F10A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,110,243,O=C(C(Nc1ccc2cnccc2c1)c1ccccc1)N1CCCC1c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc([C@@H](Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,CHEMBL2433499,Ki,5.25,CHEMBL2431602,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc([C@@H](Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.14,CHEMBL2431595,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc([C@H](Nc2ccc3c(N)nccc3c2)C(=O)NS(=O)(=O)c2ccccc2)ccc1OC(C)C,CHEMBL2433499,Ki,5.09,CHEMBL2431596,2013,CHEMBL2429763,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),106,244,O=C(NS(=O)(=O)c1ccccc1)C(Nc1ccc2cnccc2c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,CHEMBL3887092,IC50,7.17,CHEMBL3919758,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",114,191,O=C1C(NS(=O)(=O)c2cncs2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,CHEMBL3887092,IC50,6.72,CHEMBL3890582,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",114,191,O=C1C(NS(=O)(=O)c2cnc(N3CCCC3)s2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,CHEMBL3887092,IC50,8.08,CHEMBL3917751,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",114,191,O=C1C(NS(=O)(=O)c2cnc(N3CCCC3)s2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1ccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)cc1,CHEMBL874700,IC50,6.44,CHEMBL140719,1998,CHEMBL1131467,J Med Chem,Scientific Literature,Inhibitory activity against human Coagulation factor X,3,95,O=C(NC(C=Cc1ccccc1)CCc1ccccc1)c1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
