smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NC(=O)OCc2ccccc2)C1O,CHEMBL681849,IC50,6.97,CHEMBL116245,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CCNC(=O)c1cnccn1)NC(=O)OCc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,CHEMBL681849,IC50,8.3,CHEMBL420688,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CCNC(=O)c1cnccn1)NS(=O)(=O)Cc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2cnnc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,CHEMBL681849,IC50,8.25,CHEMBL325869,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CCNC(=O)c1cnnc2ccccc12)NS(=O)(=O)Cc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NC(=O)OCc2ccccc2)C1O,CHEMBL681849,IC50,6.5,CHEMBL115378,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CCNC(=O)c1nccc2ccccc12)NC(=O)OCc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2nccc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,CHEMBL681849,IC50,8.31,CHEMBL117092,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CCNC(=O)c1nccc2ccccc12)NS(=O)(=O)Cc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CNC(=O)c2cnccn2)NS(=O)(=O)Cc2ccccc2)C1O,CHEMBL681849,IC50,6.51,CHEMBL117721,1999,CHEMBL1131910,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Factor Xa.,10,371,O=C(CNC(=O)C(CNC(=O)c1cnccn1)NS(=O)(=O)Cc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)Cn2ccc(CCc3ccccc3)c(NS(=O)(=O)c3ccccc3)c2=O)C1O,CHEMBL681848,IC50,5.63,CHEMBL174431,1999,CHEMBL1132080,Bioorg Med Chem Lett,Scientific Literature,"Concentration required for the in vitro inhibitory activity against human enzyme, Factor Xa cleavage of the chromogenic substrate",10,284,O=C(Cn1ccc(CCc2ccccc2)c(NS(=O)(=O)c2ccccc2)c1=O)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)Cn2cccc(NS(=O)(=O)Cc3ccccc3)c2=O)C1O,CHEMBL681848,IC50,7.68,CHEMBL41267,1999,CHEMBL1132080,Bioorg Med Chem Lett,Scientific Literature,"Concentration required for the in vitro inhibitory activity against human enzyme, Factor Xa cleavage of the chromogenic substrate",10,284,O=C(Cn1cccc(NS(=O)(=O)Cc2ccccc2)c1=O)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCC[C@H](NC(=O)Cn2cccc(NS(=O)(=O)Cc3ccccc3)c2=O)C1O,CHEMBL681851,IC50,7.68,CHEMBL41267,1997,CHEMBL1130457,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration required to inhibit human factor Xa enzyme was determined,1,367,O=C(Cn1cccc(NS(=O)(=O)Cc2ccccc2)c1=O)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(OC4CCNCC4)cc3)cc2C1,CHEMBL661806,Ki,5.7,CHEMBL148323,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,5,23,c1cc(OC2CCNCC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(OC4CCOCC4)cc3)cc2C1,CHEMBL661806,Ki,5.52,CHEMBL147707,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,5,23,c1cc(OC2CCOCC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(O[C@H]4CCN(C(=N)N)C4)cc3)cc2C1,CHEMBL661806,Ki,6.7,CHEMBL147988,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,5,23,c1cc(OC2CCNC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(O[C@H]4CCNC4)cc3)cc2C1,CHEMBL661806,Ki,6.0,CHEMBL148343,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,5,23,c1cc(OC2CCNC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL1273257,Ki,7.72,CHEMBL1182177,2010,CHEMBL1268866,J Med Chem,Scientific Literature,Inhibition of factor 10a,95,26,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,7.58,CHEMBL540872,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3(C(=O)O)CCN(c4ccncn4)CC3)cc2C1,CHEMBL827049,IC50,6.92,CHEMBL534707,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ncn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3(C(=O)O)CCN(c4ccncn4)CC3)cc2C1,CHEMBL828924,Ki,7.72,CHEMBL195428,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,50,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ncn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(Cc4cccc(N)c4)CC3)cc2C1,CHEMBL827049,IC50,5.39,CHEMBL538324,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1ccc(CN2CCC(COc3ccc4c(c3)CNCC4)CC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(Cc4ccccc4N)CC3)cc2C1,CHEMBL827049,IC50,5.49,CHEMBL536960,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1ccc(CN2CCC(COc3ccc4c(c3)CNCC4)CC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(Cc4ccccn4)CC3)cc2C1,CHEMBL827049,IC50,5.87,CHEMBL538565,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1ccc(CN2CCC(COc3ccc4c(c3)CNCC4)CC2)nc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(Cc4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,6.1,CHEMBL539329,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1cc(CN2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(c4ccnc5ccccc45)CC3)cc2C1,CHEMBL827049,IC50,6.38,CHEMBL535367,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1ccc2c(N3CCC(COc4ccc5c(c4)CNCC5)CC3)ccnc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,7.25,CHEMBL534471,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(c4ccncc4C(=O)O)CC3)cc2C1,CHEMBL827049,IC50,5.7,CHEMBL540100,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,58,30,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCN(c4ccncc4CCC(=O)O)CC3)cc2C1,CHEMBL827049,IC50,6.8,CHEMBL535143,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,c1cc(N2CCC(COc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCC3CCNCC3)cc2C1,CHEMBL827049,IC50,5.48,CHEMBL557578,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,c1cc2c(cc1OCC1CCNCC1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(OCCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,6.64,CHEMBL537853,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,c1cc(N2CCC(CCOc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(S(=O)(=O)CC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,5.26,CHEMBL537635,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,O=S(=O)(CC1CCN(c2ccncc2)CC1)c1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(S(=O)(=O)NC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,5.54,CHEMBL537637,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,O=S(=O)(NC1CCN(c2ccncc2)CC1)c1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)N1CCc2ccc(SCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,CHEMBL827049,IC50,6.41,CHEMBL558039,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,59,30,c1cc(N2CCC(CSc3ccc4c(c3)CNCC4)CC2)ccn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)CCc2cccc3ccccc23)CC1,CHEMBL868545,Ki,4.1,CHEMBL211549,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)CCc1cccc2ccccc12)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)Cc2ccc3ccccc3c2)CC1,CHEMBL868545,Ki,3.886056647693163,CHEMBL209334,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)Cc1ccc2ccccc2c1)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL868545,Ki,5.0,CHEMBL379958,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccccc2)cc1)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1,CHEMBL868545,Ki,5.64,CHEMBL211086,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(C2CCCCC2)cc1)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)CC1,CHEMBL868545,Ki,5.55,CHEMBL3706847,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)NC(Cc3ccccc3)C(=O)N3CCNCC3)ccc21,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3cc4ccccc4cc3c2)CC1,CHEMBL868545,Ki,5.34,CHEMBL379075,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc2cc3ccccc3cc2c1)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL868545,Ki,4.25,CHEMBL212271,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc2ccccc2c1)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc3ccccc23)CC1,CHEMBL868545,Ki,5.29,CHEMBL426501,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,64,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12)N1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)Nc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCNC(=N)N)CC2)cc1,CHEMBL868545,Ki,5.0,CHEMBL380221,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccccc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCNC(=N)N)CC2)c1,CHEMBL868545,Ki,5.7,CHEMBL378192,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccccc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1,CHEMBL868545,Ki,5.75,CHEMBL378830,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(C2CCCCC2)cc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Cc3ccncc3)cc2)CC1,CHEMBL868545,Ki,5.64,CHEMBL380220,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(Cc2ccncc2)cc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CC1,CHEMBL868545,Ki,6.0,CHEMBL209794,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)nc2)CC1,CHEMBL868545,Ki,5.66,CHEMBL378643,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(Oc2ccccc2)nc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL868545,Ki,4.57,CHEMBL210771,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc2ccccc2c1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,CHEMBL868545,Ki,5.02,CHEMBL378657,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccccc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,CHEMBL954313,Ki,5.02,CHEMBL378657,2009,CHEMBL1153335,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,90,175,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccccc1)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc3ccccc23)CC1,CHEMBL868545,Ki,4.89,CHEMBL212310,2006,CHEMBL1138903,J Med Chem,Scientific Literature,Inhibition of f10a,65,157,O=C(C(Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12)N1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)CCc1ccccc1,CHEMBL663513,IC50,7.55,CHEMBL40380,2000,CHEMBL1132850,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against coagulation factor X.,16,20,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)COc1ccc2ccccc2c1,CHEMBL663513,IC50,6.26,CHEMBL43014,2000,CHEMBL1132850,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against coagulation factor X.,17,20,c1ccc2ccccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)CCc1cccc2ccccc12,CHEMBL663513,IC50,7.57,CHEMBL40862,2000,CHEMBL1132850,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against coagulation factor X.,17,20,c1ccc2ccccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1,CHEMBL663513,IC50,7.82,CHEMBL40764,2000,CHEMBL1132850,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against coagulation factor X.,17,20,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(C=O)NC(=O)[C@@H]1CCCN1C(=O)c1cc2ccccc2[nH]1,CHEMBL661679,IC50,4.7,CHEMBL108848,1993,CHEMBL1126581,J Med Chem,Scientific Literature,Inhibitory activity against factor Xa,0,112,O=C(c1cc2ccccc2[nH]1)N1CCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN(CC1(c2ccccc2)CC1)C(=O)CCc1ccccc1)B(O)O,CHEMBL681854,Ki,7.34,CHEMBL102385,1998,CHEMBL1130738,Bioorg Med Chem Lett,Scientific Literature,Binding affinity towards complement factor Xa.,5,83,O=C(CCc1ccccc1)NCC1(c2ccccc2)CC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,7.89,CHEMBL265997,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)C=Cc2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)CCc2cccc3ccccc23)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,8.52,CHEMBL445385,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)CCc2cccc3ccccc23)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL682016,IC50,8.4,CHEMBL164166,2003,CHEMBL1136599,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,228,O=C(CN1CCN(S(=O)(=O)Cc2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,9.0,CHEMBL163401,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(-c3ccccn3)s2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,8.4,CHEMBL163121,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccc(-c3ccccn3)s2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,9.15,CHEMBL164426,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(C(=O)O)cc2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,6.29,CHEMBL162839,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,8.0,CHEMBL163437,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1=O)C(=O)c1nccs1,CHEMBL682015,IC50,9.0,CHEMBL162457,2003,CHEMBL1136598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against factor Xa,38,92,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)NCC(=O)c1nccs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
